y_pred_svm,y_pred_nb,y_test_svm,y_test_nb
neutral,sadness,happiness,sadness
worry,worry,worry,worry
neutral,neutral,worry,relief
neutral,happiness,neutral,neutral
worry,sadness,worry,surprise
worry,worry,relief,worry
worry,worry,fun,worry
worry,neutral,worry,love
love,neutral,love,happiness
worry,worry,relief,happiness
neutral,neutral,surprise,worry
sadness,happiness,love,worry
love,sadness,love,sadness
worry,neutral,surprise,happiness
neutral,worry,worry,neutral
neutral,worry,neutral,hate
happiness,neutral,happiness,neutral
worry,worry,hate,worry
neutral,worry,happiness,neutral
worry,happiness,worry,happiness
neutral,worry,neutral,fun
love,happiness,love,fun
neutral,neutral,neutral,sadness
neutral,worry,neutral,sadness
sadness,worry,hate,happiness
worry,worry,sadness,neutral
happiness,love,happiness,love
worry,worry,love,worry
neutral,worry,love,happiness
neutral,worry,enthusiasm,worry
neutral,neutral,neutral,enthusiasm
neutral,neutral,happiness,enthusiasm
happiness,worry,love,neutral
worry,worry,sadness,worry
worry,love,sadness,love
neutral,worry,worry,enthusiasm
worry,worry,worry,worry
worry,worry,sadness,worry
worry,worry,fun,love
worry,neutral,hate,neutral
happiness,neutral,love,neutral
neutral,neutral,happiness,neutral
worry,love,surprise,happiness
happiness,love,worry,love
happiness,worry,love,empty
worry,worry,happiness,worry
neutral,worry,enthusiasm,sadness
happiness,neutral,happiness,worry
neutral,love,sadness,love
worry,sadness,neutral,hate
love,worry,love,sadness
worry,worry,worry,neutral
worry,worry,neutral,sadness
worry,worry,worry,worry
worry,neutral,worry,sadness
neutral,neutral,happiness,love
neutral,neutral,neutral,relief
neutral,happiness,surprise,empty
neutral,neutral,worry,relief
neutral,worry,worry,surprise
neutral,worry,relief,worry
worry,happiness,worry,love
neutral,worry,hate,fun
love,neutral,happiness,worry
worry,neutral,happiness,sadness
neutral,neutral,sadness,happiness
neutral,neutral,sadness,neutral
neutral,neutral,happiness,surprise
neutral,neutral,hate,fun
worry,worry,worry,love
neutral,love,neutral,love
sadness,worry,worry,worry
neutral,worry,relief,love
happiness,worry,happiness,sadness
neutral,worry,neutral,neutral
neutral,worry,neutral,happiness
worry,neutral,sadness,happiness
happiness,worry,love,empty
worry,worry,worry,neutral
neutral,neutral,neutral,neutral
happiness,neutral,neutral,relief
neutral,worry,relief,sadness
worry,sadness,sadness,sadness
neutral,love,surprise,neutral
worry,worry,sadness,boredom
neutral,worry,happiness,happiness
worry,neutral,sadness,worry
worry,love,happiness,worry
worry,neutral,sadness,hate
love,neutral,love,fun
neutral,worry,neutral,worry
worry,worry,worry,happiness
worry,sadness,surprise,worry
worry,neutral,surprise,worry
worry,sadness,worry,hate
worry,neutral,surprise,neutral
worry,neutral,neutral,relief
worry,worry,neutral,enthusiasm
neutral,worry,love,neutral
neutral,worry,worry,fun
sadness,worry,neutral,worry
worry,love,worry,surprise
neutral,worry,sadness,worry
love,neutral,love,neutral
sadness,neutral,sadness,neutral
worry,neutral,relief,sadness
neutral,worry,happiness,worry
worry,happiness,sadness,happiness
neutral,neutral,love,empty
happiness,love,enthusiasm,love
neutral,worry,sadness,happiness
love,happiness,love,love
worry,worry,worry,sadness
neutral,worry,happiness,sadness
love,worry,love,sadness
worry,happiness,worry,happiness
neutral,worry,happiness,worry
neutral,neutral,fun,empty
worry,worry,worry,happiness
neutral,worry,neutral,surprise
worry,worry,sadness,relief
neutral,happiness,surprise,relief
sadness,neutral,sadness,love
happiness,worry,happiness,worry
love,worry,love,worry
love,happiness,love,happiness
love,neutral,love,worry
worry,worry,hate,worry
worry,happiness,neutral,love
worry,neutral,worry,happiness
neutral,neutral,neutral,neutral
happiness,worry,neutral,hate
happiness,neutral,hate,sadness
love,worry,love,neutral
happiness,neutral,happiness,sadness
happiness,neutral,happiness,neutral
worry,neutral,worry,empty
worry,worry,relief,worry
happiness,worry,happiness,fun
neutral,neutral,worry,happiness
worry,neutral,neutral,neutral
worry,worry,enthusiasm,worry
neutral,worry,empty,worry
neutral,neutral,neutral,worry
neutral,neutral,neutral,neutral
neutral,happiness,neutral,worry
neutral,worry,neutral,worry
worry,neutral,worry,neutral
sadness,neutral,worry,surprise
neutral,neutral,neutral,happiness
neutral,worry,worry,surprise
worry,worry,relief,hate
love,worry,love,surprise
love,neutral,sadness,surprise
neutral,neutral,surprise,worry
neutral,worry,neutral,sadness
worry,neutral,sadness,love
love,worry,love,sadness
worry,worry,neutral,happiness
worry,neutral,enthusiasm,worry
worry,neutral,sadness,worry
worry,neutral,worry,sadness
happiness,neutral,happiness,neutral
worry,love,worry,love
neutral,worry,neutral,neutral
neutral,love,neutral,happiness
worry,neutral,empty,worry
happiness,happiness,neutral,worry
worry,worry,sadness,happiness
worry,neutral,enthusiasm,neutral
neutral,neutral,neutral,neutral
neutral,worry,neutral,hate
happiness,happiness,love,happiness
neutral,worry,love,love
love,neutral,enthusiasm,love
neutral,happiness,happiness,love
happiness,neutral,neutral,happiness
worry,worry,sadness,sadness
love,worry,happiness,neutral
worry,neutral,neutral,worry
neutral,worry,happiness,neutral
happiness,neutral,relief,happiness
neutral,worry,neutral,surprise
worry,worry,worry,happiness
happiness,worry,sadness,worry
happiness,neutral,neutral,love
neutral,worry,neutral,boredom
worry,neutral,love,worry
worry,worry,hate,neutral
worry,neutral,happiness,hate
worry,worry,surprise,happiness
neutral,worry,empty,relief
worry,neutral,fun,neutral
happiness,neutral,relief,neutral
happiness,neutral,sadness,empty
happiness,worry,neutral,empty
love,neutral,love,happiness
worry,worry,happiness,surprise
neutral,worry,hate,surprise
worry,neutral,sadness,fun
neutral,worry,worry,worry
neutral,worry,neutral,anger
neutral,worry,worry,neutral
neutral,happiness,worry,worry
happiness,neutral,fun,surprise
happiness,neutral,relief,neutral
worry,worry,neutral,worry
happiness,worry,fun,hate
neutral,worry,neutral,surprise
sadness,worry,worry,neutral
worry,worry,worry,neutral
worry,worry,sadness,sadness
love,neutral,love,love
love,love,neutral,love
worry,hate,sadness,hate
neutral,neutral,fun,relief
neutral,neutral,neutral,worry
worry,neutral,sadness,neutral
happiness,worry,happiness,fun
happiness,neutral,neutral,worry
worry,neutral,relief,happiness
neutral,happiness,sadness,sadness
worry,neutral,neutral,neutral
neutral,happiness,neutral,neutral
happiness,neutral,happiness,neutral
worry,worry,worry,neutral
neutral,worry,love,worry
neutral,neutral,love,worry
happiness,neutral,happiness,neutral
worry,neutral,worry,neutral
happiness,neutral,surprise,hate
neutral,neutral,love,happiness
worry,neutral,sadness,neutral
happiness,worry,fun,fun
neutral,happiness,neutral,love
neutral,neutral,neutral,neutral
worry,neutral,worry,worry
neutral,worry,fun,sadness
neutral,neutral,worry,sadness
worry,worry,worry,neutral
neutral,neutral,happiness,neutral
happiness,neutral,happiness,worry
love,worry,neutral,sadness
neutral,neutral,enthusiasm,hate
happiness,neutral,happiness,neutral
worry,neutral,neutral,love
worry,worry,surprise,sadness
happiness,neutral,surprise,happiness
neutral,neutral,worry,neutral
neutral,sadness,worry,sadness
worry,happiness,hate,happiness
love,worry,happiness,sadness
neutral,neutral,worry,sadness
sadness,worry,worry,neutral
neutral,worry,worry,happiness
neutral,worry,neutral,love
neutral,neutral,sadness,worry
worry,worry,worry,worry
neutral,neutral,sadness,happiness
neutral,worry,neutral,worry
neutral,worry,sadness,neutral
neutral,happiness,love,relief
happiness,neutral,worry,worry
worry,worry,worry,neutral
neutral,neutral,neutral,happiness
happiness,neutral,love,neutral
happiness,neutral,happiness,happiness
sadness,neutral,neutral,relief
worry,worry,neutral,worry
worry,happiness,surprise,happiness
neutral,neutral,enthusiasm,worry
neutral,happiness,neutral,neutral
worry,worry,neutral,worry
neutral,worry,neutral,sadness
neutral,happiness,worry,happiness
worry,happiness,neutral,happiness
neutral,neutral,happiness,worry
worry,worry,worry,worry
neutral,neutral,fun,empty
worry,neutral,worry,enthusiasm
neutral,neutral,neutral,neutral
neutral,happiness,happiness,worry
neutral,neutral,hate,neutral
worry,worry,worry,surprise
worry,worry,sadness,happiness
neutral,neutral,happiness,happiness
worry,neutral,neutral,hate
love,worry,neutral,surprise
worry,sadness,worry,neutral
worry,worry,worry,sadness
sadness,neutral,sadness,happiness
happiness,neutral,sadness,neutral
happiness,neutral,happiness,happiness
sadness,neutral,hate,worry
worry,happiness,worry,worry
worry,neutral,worry,love
love,neutral,love,love
worry,neutral,neutral,worry
neutral,worry,love,worry
worry,love,sadness,happiness
love,worry,love,worry
worry,neutral,sadness,worry
neutral,worry,happiness,sadness
love,neutral,love,worry
love,happiness,love,neutral
worry,neutral,worry,love
worry,neutral,worry,happiness
worry,neutral,neutral,surprise
neutral,worry,neutral,neutral
neutral,worry,happiness,surprise
worry,love,worry,love
worry,happiness,worry,happiness
happiness,happiness,happiness,love
happiness,neutral,happiness,worry
sadness,neutral,neutral,neutral
worry,love,worry,sadness
neutral,neutral,worry,neutral
neutral,worry,neutral,surprise
neutral,worry,neutral,hate
neutral,worry,relief,surprise
worry,neutral,sadness,neutral
happiness,worry,happiness,worry
neutral,love,happiness,love
worry,neutral,hate,neutral
neutral,neutral,neutral,neutral
happiness,worry,worry,worry
neutral,worry,sadness,neutral
worry,neutral,love,happiness
happiness,neutral,happiness,neutral
neutral,happiness,worry,surprise
neutral,worry,worry,worry
worry,happiness,relief,happiness
sadness,worry,neutral,sadness
neutral,neutral,neutral,worry
neutral,worry,worry,hate
neutral,happiness,worry,happiness
worry,neutral,love,neutral
neutral,worry,worry,worry
neutral,neutral,neutral,surprise
worry,happiness,surprise,happiness
neutral,happiness,sadness,happiness
worry,neutral,sadness,happiness
love,neutral,love,neutral
neutral,sadness,surprise,sadness
worry,happiness,worry,love
happiness,worry,neutral,worry
worry,neutral,enthusiasm,neutral
neutral,happiness,neutral,empty
worry,neutral,surprise,neutral
neutral,worry,neutral,worry
worry,worry,neutral,sadness
neutral,worry,surprise,sadness
love,neutral,love,neutral
happiness,neutral,happiness,neutral
worry,worry,happiness,sadness
worry,neutral,worry,happiness
sadness,neutral,worry,sadness
worry,neutral,sadness,happiness
worry,sadness,sadness,sadness
neutral,happiness,surprise,happiness
happiness,worry,love,worry
worry,neutral,relief,fun
neutral,worry,sadness,sadness
worry,love,sadness,relief
neutral,worry,love,love
neutral,neutral,neutral,happiness
sadness,neutral,hate,sadness
love,worry,surprise,sadness
love,worry,love,worry
worry,neutral,neutral,relief
worry,worry,love,happiness
neutral,love,neutral,fun
neutral,worry,happiness,happiness
happiness,love,happiness,love
love,neutral,neutral,neutral
happiness,worry,relief,sadness
neutral,neutral,fun,neutral
worry,neutral,worry,sadness
worry,neutral,worry,neutral
neutral,neutral,worry,sadness
neutral,worry,neutral,worry
love,worry,relief,worry
neutral,neutral,love,neutral
neutral,happiness,hate,happiness
happiness,worry,happiness,worry
neutral,sadness,love,love
worry,worry,hate,worry
happiness,love,love,love
worry,neutral,love,love
worry,worry,sadness,hate
love,happiness,love,relief
neutral,worry,neutral,worry
neutral,love,empty,worry
worry,worry,love,worry
happiness,happiness,worry,worry
neutral,love,neutral,love
worry,worry,neutral,love
worry,happiness,worry,worry
neutral,neutral,worry,happiness
happiness,worry,neutral,worry
worry,love,sadness,love
neutral,worry,neutral,worry
happiness,worry,worry,worry
worry,neutral,surprise,worry
love,love,love,worry
worry,happiness,love,happiness
happiness,neutral,happiness,sadness
neutral,worry,happiness,worry
neutral,neutral,neutral,happiness
worry,neutral,sadness,neutral
neutral,worry,worry,worry
neutral,happiness,neutral,neutral
neutral,neutral,neutral,fun
happiness,worry,love,neutral
neutral,neutral,worry,neutral
neutral,neutral,enthusiasm,happiness
neutral,neutral,sadness,worry
neutral,worry,surprise,sadness
neutral,neutral,neutral,hate
neutral,happiness,neutral,love
worry,happiness,neutral,happiness
happiness,neutral,surprise,neutral
love,worry,love,love
neutral,neutral,neutral,sadness
happiness,sadness,relief,sadness
neutral,neutral,worry,happiness
worry,worry,sadness,neutral
neutral,worry,neutral,hate
neutral,neutral,relief,worry
neutral,neutral,worry,neutral
happiness,happiness,happiness,happiness
sadness,neutral,hate,fun
neutral,worry,empty,worry
happiness,worry,neutral,worry
happiness,love,neutral,surprise
neutral,happiness,neutral,happiness
worry,sadness,surprise,neutral
neutral,neutral,relief,love
worry,neutral,enthusiasm,sadness
happiness,worry,happiness,neutral
worry,neutral,neutral,hate
happiness,neutral,fun,fun
worry,neutral,worry,worry
sadness,worry,surprise,neutral
neutral,happiness,neutral,neutral
worry,worry,happiness,sadness
happiness,neutral,happiness,neutral
happiness,neutral,relief,neutral
worry,worry,neutral,worry
neutral,neutral,sadness,neutral
worry,worry,worry,sadness
neutral,neutral,fun,worry
happiness,neutral,fun,worry
happiness,neutral,neutral,love
neutral,happiness,empty,relief
happiness,love,happiness,neutral
happiness,love,worry,love
neutral,neutral,happiness,love
happiness,neutral,love,neutral
neutral,happiness,worry,neutral
happiness,worry,worry,worry
worry,neutral,enthusiasm,relief
sadness,happiness,sadness,happiness
love,neutral,love,enthusiasm
worry,neutral,neutral,relief
love,worry,sadness,happiness
neutral,worry,hate,worry
worry,sadness,worry,sadness
happiness,worry,neutral,worry
sadness,neutral,relief,neutral
worry,sadness,worry,love
worry,neutral,worry,neutral
worry,worry,neutral,sadness
neutral,happiness,surprise,fun
worry,neutral,worry,neutral
neutral,happiness,neutral,love
love,neutral,happiness,neutral
worry,neutral,worry,neutral
worry,worry,sadness,worry
neutral,worry,happiness,surprise
happiness,worry,happiness,happiness
neutral,neutral,worry,neutral
happiness,happiness,happiness,neutral
neutral,happiness,neutral,enthusiasm
worry,worry,worry,relief
worry,neutral,worry,boredom
love,neutral,empty,enthusiasm
worry,neutral,sadness,happiness
neutral,happiness,neutral,happiness
love,worry,sadness,worry
neutral,worry,sadness,surprise
worry,neutral,neutral,neutral
neutral,worry,worry,worry
worry,neutral,surprise,sadness
happiness,neutral,neutral,love
happiness,worry,happiness,worry
neutral,happiness,worry,love
worry,worry,sadness,worry
neutral,neutral,fun,worry
neutral,neutral,happiness,love
worry,worry,fun,love
worry,worry,worry,happiness
worry,neutral,worry,sadness
happiness,worry,hate,relief
worry,worry,sadness,worry
love,worry,neutral,neutral
love,worry,love,sadness
worry,neutral,sadness,love
worry,worry,neutral,boredom
worry,neutral,worry,worry
worry,worry,sadness,worry
neutral,worry,sadness,anger
love,worry,love,hate
neutral,worry,worry,neutral
love,neutral,love,worry
worry,worry,neutral,neutral
worry,neutral,worry,neutral
sadness,happiness,hate,sadness
worry,worry,sadness,sadness
worry,sadness,neutral,sadness
happiness,neutral,love,surprise
worry,worry,surprise,worry
worry,neutral,worry,fun
happiness,neutral,neutral,happiness
worry,neutral,sadness,happiness
worry,neutral,love,neutral
worry,worry,love,worry
worry,neutral,love,worry
neutral,worry,neutral,worry
neutral,worry,happiness,neutral
love,worry,sadness,enthusiasm
neutral,worry,boredom,neutral
neutral,neutral,worry,hate
happiness,worry,fun,neutral
neutral,neutral,worry,fun
worry,neutral,worry,happiness
love,happiness,happiness,happiness
worry,worry,surprise,sadness
worry,happiness,sadness,fun
neutral,neutral,sadness,relief
happiness,neutral,love,neutral
neutral,neutral,happiness,worry
happiness,neutral,happiness,happiness
